fpr,tpr,threshold
3.513909224011713128e-01,8.662921348314607251e-01,9.944075942039489746e-01
3.557833089311859265e-01,8.662921348314607251e-01,9.943808913230895996e-01
3.557833089311859265e-01,8.696629213483145771e-01,9.943280220031738281e-01
3.587115666178623541e-01,8.696629213483145771e-01,9.943176507949829102e-01
3.587115666178623541e-01,8.707865168539326017e-01,9.942872524261474609e-01
3.601756954612005956e-01,8.707865168539326017e-01,9.942861199378967285e-01
3.601756954612005956e-01,8.719101123595505154e-01,9.942806363105773926e-01
3.616398243045387817e-01,8.719101123595505154e-01,9.942721128463745117e-01
3.616398243045387817e-01,8.730337078651685401e-01,9.942224025726318359e-01
3.631039531478770233e-01,8.730337078651685401e-01,9.942182302474975586e-01
3.631039531478770233e-01,8.741573033707865648e-01,9.941895604133605957e-01
3.645680819912152093e-01,8.741573033707865648e-01,9.941836595535278320e-01
3.645680819912152093e-01,8.752808988764044784e-01,9.941152930259704590e-01
3.660322108345534509e-01,8.752808988764044784e-01,9.940973520278930664e-01
3.660322108345534509e-01,8.764044943820225031e-01,9.940483570098876953e-01
3.733528550512444921e-01,8.764044943820225031e-01,9.939503073692321777e-01
3.733528550512444921e-01,8.775280898876404168e-01,9.939437508583068848e-01
3.792093704245973473e-01,8.775280898876404168e-01,9.937844872474670410e-01
3.792093704245973473e-01,8.786516853932584414e-01,9.937823414802551270e-01
3.806734992679355889e-01,8.786516853932584414e-01,9.937626719474792480e-01
3.806734992679355889e-01,8.797752808988763551e-01,9.937542080879211426e-01
3.821376281112737749e-01,8.797752808988763551e-01,9.937268495559692383e-01
3.821376281112737749e-01,8.808988764044943798e-01,9.937006235122680664e-01
3.850658857979502026e-01,8.808988764044943798e-01,9.936320185661315918e-01
3.850658857979502026e-01,8.820224719101124045e-01,9.936216473579406738e-01
3.967789165446559130e-01,8.820224719101124045e-01,9.933975338935852051e-01
3.967789165446559130e-01,8.865168539325842811e-01,9.933208227157592773e-01
4.026354319180087682e-01,8.865168539325842811e-01,9.931789040565490723e-01
4.026354319180087682e-01,8.887640449438202195e-01,9.931285977363586426e-01
4.040995607613470098e-01,8.887640449438202195e-01,9.930610656738281250e-01
4.040995607613470098e-01,8.898876404494382442e-01,9.930574297904968262e-01
4.055636896046851958e-01,8.898876404494382442e-01,9.930254220962524414e-01
4.055636896046851958e-01,8.955056179775280345e-01,9.929699897766113281e-01
4.143484626647144786e-01,8.955056179775280345e-01,9.927707910537719727e-01
4.143484626647144786e-01,8.988764044943819975e-01,9.927201867103576660e-01
4.158125915080527202e-01,8.988764044943819975e-01,9.927107095718383789e-01
4.158125915080527202e-01,9.011235955056179359e-01,9.926879405975341797e-01
4.172767203513909062e-01,9.011235955056179359e-01,9.926283359527587891e-01
4.172767203513909062e-01,9.022471910112359605e-01,9.925886392593383789e-01
4.187408491947291478e-01,9.022471910112359605e-01,9.925754070281982422e-01
4.187408491947291478e-01,9.033707865168539852e-01,9.925680160522460938e-01
4.260614934114201890e-01,9.033707865168539852e-01,9.925234317779541016e-01
4.260614934114201890e-01,9.044943820224718989e-01,9.925066828727722168e-01
4.289897510980966167e-01,9.044943820224718989e-01,9.923666715621948242e-01
4.289897510980966167e-01,9.067415730337078372e-01,9.923273324966430664e-01
4.377745241581258995e-01,9.067415730337078372e-01,9.922024011611938477e-01
4.377745241581258995e-01,9.078651685393258619e-01,9.921652078628540039e-01
4.436310395314787547e-01,9.078651685393258619e-01,9.920351505279541016e-01
4.436310395314787547e-01,9.089887640449437756e-01,9.919476509094238281e-01
4.509516837481698515e-01,9.089887640449437756e-01,9.918438196182250977e-01
4.538799414348462791e-01,9.089887640449437756e-01,9.918389320373535156e-01
4.568081991215227067e-01,9.089887640449437756e-01,9.917447566986083984e-01
4.568081991215227067e-01,9.101123595505618002e-01,9.917107820510864258e-01
4.597364568081991343e-01,9.101123595505618002e-01,9.916946887969970703e-01
4.597364568081991343e-01,9.112359550561798249e-01,9.916875362396240234e-01
4.612005856515373203e-01,9.112359550561798249e-01,9.916348457336425781e-01
4.612005856515373203e-01,9.123595505617977386e-01,9.916230440139770508e-01
4.626647144948755619e-01,9.123595505617977386e-01,9.916222691535949707e-01
4.626647144948755619e-01,9.134831460674157633e-01,9.916093945503234863e-01
4.670571010248901755e-01,9.134831460674157633e-01,9.915903806686401367e-01
4.670571010248901755e-01,9.146067415730336769e-01,9.915372133255004883e-01
4.758418740849194584e-01,9.146067415730336769e-01,9.914141893386840820e-01
4.758418740849194584e-01,9.157303370786517016e-01,9.913596510887145996e-01
